000110000001100000011000000110000001100000011000000110000001100000011000 1
001100000001000000010000000100000001000000010000000100000001000000111000 1
001110000001100000011000000110000001100000011000000110000001100000111100 1
001110000011100000111000001110000011100000111000001110000011100000111000 1
000010000000100000001000000010000000100000001000000010000000100000001000 1
000100000001000000010000000100000001000000010000000100000001000000010000 1
001100000011000000110000001100000011000000110000001100000011000000110000 1
001100000001000000010000000100000001000000010000000100000001000000110000 1
001110000001100000011000000110000001100000011000000110000001100000111000 1
000111000000110000001100000011000000110000001100000011000000110000011100 1
000111000000110000001100000011000000110000001100000011000000110000011110 1
000011000000110000001100000011000000110000001100000011000000110000011110 1
000011000000110000001100000011000000110000001100000011000000110000001100 1
000001000000110000000100000001000000010000000100000001000000010000000100 1
000001000000110000000100000001000000010000000100000001000000010000001110 1
000011000001110000001100000011000000110000001100000011000000110000011110 1
001111000111111011000111000001110000111000011100001110000110000011111111 2
001111000111111011000111000001110000111000011100001110000111111111111111 2
011111101111111111000111000001110000111000011100001110000111111111111111 2
001111000110011001000110000001100000110000011000001100000110000111111111 2
001111000110001001000010000000100000010000001000000100000010000001111111 2
001111000100001000000010000000100000010000001000000100000010000001111110 2
000111000010001000000010000000100000010000001000000100000010000000111110 2
000111000010001000000010000000100000010000001000000100000010000000111100 2
011111101000000100000001000000010000001000000100000010000111000001111111 2
011111101000000100000001000000010000001000000100000010001111000011111111 2
011111101000000100000001000000010000001000000100000010000010000011111111 2
000110000010010000000100000001000000010000001000000100000010000000111100 2
001110000110110000000100000001000000010000001000000100000010000000111100 2
001110000110110000000100000001000000010000001000000100000010010001111100 2
001110000110110000000100000001000001110000001000000001000100110000111000 3
001110000110110000000100000001000001110000001100000001000100110000111000 3
011110001110110000000100000001000011110000001100100001001100110001111000 3
011111001110111000000111000001100001111000000011100001111100111001111000 3
011111001000011000000011000000100001111000000011100000111100011001111000 3
011111001000011000000010000000100000011000011111100000011100000101111110 3
000111000010001001000001000000010000111000011100100000111100000101111110 3
000111000010001001000001000000010000111000011100000000110100000100111110 3
001111100000001000000010000000100001111000000010000000100000001000111110 3
001111100100001000000010000000100001111000000010000000100100001000111110 3
001111000100001000000010000000100001111000000010000000100100001000111100 3
001111000100001000000010000001000001100000000100000000100100001000111100 3
001111100100000100000001000000010001111000000001000000010100000100111110 3
011111101000000100000001000000010001111000000001000000011000000101111110 3
011111101000000100000001000000010111111000000001000000011000000101111110 3
011111100000000100000001000000010111111000000001000000010000000101111110 3
011111110000000100000001000000010111111100000001000000010000000101111111 3
011111110100000100000001000000010111111100000001000000010100000101111111 3
011110000000010000000010000000010000111100000001000000100000010001111000 3
010010000100100001001000010010000111110000001000000010000000100000011000 4
010010000100100001001000010010001111110000001000000010000000100000011000 4
010010000100100001001000010010001111110000001000000010000000100000001000 4
010011000100110001001100010011001111111111111111000011000000110000001100 4
110011001100110011001100110011001111111111111111000011000000110000001100 4
111011101110111011101110111011101111111111111111000011100000111000001110 4
111011101110111011101110111111111111111111111111000011100000111000001110 4
001111100110111011101110111111111111111111111111000011100000111000001110 4
001111100110111011001110100011111000111111111111000011100000111000001110 4
001111000110110011001100100011001000110011111110000011000000110000001100 4
001110000110100011001000100010001000100011111100000010000000100000001000 4
000110000010100001001000100010001000100011111100000010000000100000001000 4
000010000001100000101000010010001000100011111100000010000000100000001000 4
000011000001010000100100010001001000010011111110000001000000010000000100 4
000001000000110000010100001001000100010011111110000001000000010000000100 4
100001001000010010000100100001001000010011111110000001000000010000000100 4
100000101000001010000010100000101000001011111111000000100000001000000010 4
100000101000001010000010100000101111111100000010000000100000001000000010 4
010000100100001001000010010000100111111100000010000000100000001000000010 4
001000100010001000100010001000100011111100000010000000100000001000000010 4
001000100010001000100010001111110000001000000010000000100000001000000010 4
000001100000101000010010001111110000001000000010000000100000001000000010 4
000001100000101000010010000111110000001000000010000000100000001000000010 4
000000100000011000001010000111110000001000000010000000100000001000000010 4
000000100000011000001010000100110011111100000010000000100000001000000010 4
000001100000111000011010001100110111111100000110000001100000011000000110 4
001100100001101000011010001100110111111100000110000001100000011000000110 4
001101100001011000010110001101110111111100000110000001100000011000000110 4
110001100110011001100110011001111111111100000110000001100000011000000110 4
110001100110011001100110011001111111111111111110000001100000011000000110 4
111111110111111101100000011000001111111111111111000001111111111111111111 5
111111111111111111100000111000001111111111111111000001111111111111111111 5
111111111111111111000000110000001111111011111111000001111111111111111110 5
111111111111111111000000110000001111110011111110000001101111111011111100 5
111111101111111011000000110000001111110011111110000001101111111011111100 5
011111100111111001000000010000000111110001111110000001100111111001111100 5
011111100111111001000000010000000111110000000010000000100000001001111100 5
011111100100000001000000010000000111110000000010000000100000001001111100 5
011111100100000001000000010000000111100000000100000000100000010001111000 5
011111100100000001000000010000000111110000000110000000100000011001111100 5
011111000100000001000000010000000111100000000100000000100100010000111000 5
011111000100000001000000010000000111100000001110000000100110111000111000 5
011111000100000001000000010000000111110000000110000000100110011000111100 5
001111110010000000100000001000000011110000000110000000100010011000111100 5
001111100010000000100000001000000011110000000110000000100010011000111100 5
000111100001000000010000000100000001110000000110000000100000011000011100 5
000111110001000000010000000100000001110000000110000000110000011000011100 5
011111110100000001000000011111100000001000000010000000110000011000111100 5
011111110100000001000000011111000000001000000010010000100010011000111100 5
011111000100000001000000011111000000001000000010010000100010011000111100 5
011111000100000001000000011111000000001000000010010000100010010000111000 5
011111000100000001000000010000000100000001111110000000100100010000111000 5
011111000100000001000000010000000100000001111100000000100100010000111000 5
000100000011000000011000000100000001000000011000000110000000100000111100 1
000100000011000000011000000100000001000000011000000110000000100000111100 1
000100000011000000011000000110000001100000011000000110000000100000111100 1
000100001111000000011000000110000000100000010000001000000100000011111110 2
001111000100010001100000100100000100100001000100011111100000000000000000 6
011111100100010001100000111100000100100001000100011000100011110000000000 6
011110000100000001100000111110000100110001000110011001100011111000000000 6
000000000111110000000100000010000001000000100000010000001000000000000000 7
000000000111110000000100000010000001000000100000010000001000000000000000 7
000000000111110000000100000011000001100000110000011000001100000010000000 7
000000000111111000000110000011100001100000110000011000001100000010000000 7
011111100111111000000110000011100001111000111110011111001111100011110000 7
011111000100010000000100000001000001111000001000000110000011000000100000 7
011111000100010000000100000001000000110000001000000110000011000000100000 7
011111000100010000000100000001000000110000001000000110000011000000100000 7
011111000100010000000100000001000000110000001000000110000011000000100000 7
011111000000010000000100000001000000110000001000000110000011000000100000 7
011111000100010001000100001111000000010000001100000110000011000000000000 9
011111000100010001000100011111000111110001000100010001000100010001111100 8
011111000100010001000100011111000111110001000100010001000100010001111100 8
011111000100010001000100011111000111110001000100010001000100010001111100 8
011111000100010001000100011111000111110001000100010001000100010001111100 8
011111000100010001000100011111000111110001000100010001000100010001111100 8
011111000100010001000100011111001111111010000010100000101000001011111110 8
011111000100010001000100010001000100010001000100010001000100010001111100 0
011111000100011001000110010011100101010001100100010001000100010001111100 0
011111000110110001010100011011000101010001101100010101000110110001111100 0
011111000110110001000100011001000110010001110100010011000110110001111100 0
011111000110110001000100001001000010110001110000010010000110110001111100 8
011111000110110001000100001001000010110001110000010010000110110001111100 8
011111000110110001000100001001000010110001110000010010000110110001111100 8
001111000100001010000001100000011000000110000001100000010100001000111100 0
001111000100001010000001100000011000000110000001100000010100001000111100 0
001111000100001010000001100000011111111110000001100000010100001000111100 8
001111000100001010000001100000011111111110000001100000010100001000111100 8
001111000100001010000001100000011111111110000001100000010100001000111100 8
001111000100001010000000100000001111111110000001100000010100001000111100 6
001111000100001010000000100000001111111010000001100000010100001000111100 6
001111000100001010000000100000001111110010000010100000100100001000111100 6
001111000100001010000000100000001111110010000010100001000100100000110000 6
001111000100001010000000100000001111110010000100100001000100100000110000 6
000000000111111001000000010000000111111001000010010000100111111000000000 6
000000000111111001000000010000000111111001000010010000100111111000000000 6
